# x	temp_left_K	temp_right_K	y	y_std	y_minus_std	y_plus_std	c1_J_per_s	c2_J2_per_s
3.0448000000e+02	3.0548000000e+02	3.0348000000e+02	1.2125246207e+09	1.0269486325e+08	1.1098297575e+09	1.3152194840e+09	1.7844900644e-10	2.2842549704e-28
3.0647000000e+02	3.0747000000e+02	3.0547000000e+02	1.2154099359e+09	1.0348891496e+08	1.1119210210e+09	1.3188988509e+09	1.7887364246e-10	2.3197159246e-28
3.0846000000e+02	3.0946000000e+02	3.0746000000e+02	1.2182574679e+09	1.0428279923e+08	1.1139746687e+09	1.3225402671e+09	1.7929271787e-10	2.3554424482e-28
3.1045000000e+02	3.1145000000e+02	3.0945000000e+02	1.2210677714e+09	1.0507651201e+08	1.1159912594e+09	1.3261442834e+09	1.7970631430e-10	2.3914341839e-28
3.1244000000e+02	3.1344000000e+02	3.1144000000e+02	1.2238413938e+09	1.0587004947e+08	1.1179713443e+09	1.3297114433e+09	1.8011451234e-10	2.4276907794e-28
3.1443000000e+02	3.1543000000e+02	3.1343000000e+02	1.2265788754e+09	1.0666340801e+08	1.1199154674e+09	1.3332422834e+09	1.8051739147e-10	2.4642118874e-28
3.1642000000e+02	3.1742000000e+02	3.1542000000e+02	1.2292807490e+09	1.0745658424e+08	1.1218241648e+09	1.3367373333e+09	1.8091503013e-10	2.5009971656e-28
3.1841000000e+02	3.1941000000e+02	3.1741000000e+02	1.2319475405e+09	1.0824957497e+08	1.1236979655e+09	1.3401971155e+09	1.8130750570e-10	2.5380462766e-28
3.2040000000e+02	3.2140000000e+02	3.1940000000e+02	1.2345797683e+09	1.0904237720e+08	1.1255373911e+09	1.3436221455e+09	1.8169489448e-10	2.5753588878e-28
3.2239000000e+02	3.2339000000e+02	3.2139000000e+02	1.2371779438e+09	1.0983498813e+08	1.1273429556e+09	1.3470129319e+09	1.8207727173e-10	2.6129346716e-28
3.2438000000e+02	3.2538000000e+02	3.2338000000e+02	1.2397425711e+09	1.1062740515e+08	1.1291151660e+09	1.3503699763e+09	1.8245471166e-10	2.6507733053e-28
3.2637000000e+02	3.2737000000e+02	3.2537000000e+02	1.2422741475e+09	1.1141962579e+08	1.1308545217e+09	1.3536937732e+09	1.8282728742e-10	2.6888744709e-28
3.2836000000e+02	3.2936000000e+02	3.2736000000e+02	1.2447731628e+09	1.1221164778e+08	1.1325615150e+09	1.3569848106e+09	1.8319507113e-10	2.7272378553e-28
3.3035000000e+02	3.3135000000e+02	3.2935000000e+02	1.2472401003e+09	1.1300346900e+08	1.1342366313e+09	1.3602435693e+09	1.8355813390e-10	2.7658631501e-28
3.3234000000e+02	3.3334000000e+02	3.3134000000e+02	1.2496754359e+09	1.1379508746e+08	1.1358803485e+09	1.3634705234e+09	1.8391654577e-10	2.8047500517e-28
3.3433000000e+02	3.3533000000e+02	3.3333000000e+02	1.2520796389e+09	1.1458650137e+08	1.1374931376e+09	1.3666661403e+09	1.8427037582e-10	2.8438982610e-28
3.3632000000e+02	3.3732000000e+02	3.3532000000e+02	1.2544531716e+09	1.1537770902e+08	1.1390754626e+09	1.3698308807e+09	1.8461969207e-10	2.8833074837e-28
3.3831000000e+02	3.3931000000e+02	3.3731000000e+02	1.2567964896e+09	1.1616870889e+08	1.1406277807e+09	1.3729651985e+09	1.8496456157e-10	2.9229774300e-28
3.4030000000e+02	3.4130000000e+02	3.3930000000e+02	1.2591100416e+09	1.1695949955e+08	1.1421505421e+09	1.3760695412e+09	1.8530505037e-10	2.9629078148e-28
3.4229000000e+02	3.4329000000e+02	3.4129000000e+02	1.2613942698e+09	1.1775007972e+08	1.1436441901e+09	1.3791443496e+09	1.8564122355e-10	3.0030983573e-28
3.4428000000e+02	3.4528000000e+02	3.4328000000e+02	1.2636496098e+09	1.1854044823e+08	1.1451091616e+09	1.3821900580e+09	1.8597314520e-10	3.0435487812e-28
3.4627000000e+02	3.4727000000e+02	3.4527000000e+02	1.2658764904e+09	1.1933060402e+08	1.1465458864e+09	1.3852070945e+09	1.8630087846e-10	3.0842588146e-28
3.4826000000e+02	3.4926000000e+02	3.4726000000e+02	1.2680753344e+09	1.2012054615e+08	1.1479547882e+09	1.3881958805e+09	1.8662448550e-10	3.1252281900e-28
3.5025000000e+02	3.5125000000e+02	3.4925000000e+02	1.2702465576e+09	1.2091027379e+08	1.1493362838e+09	1.3911568314e+09	1.8694402758e-10	3.1664566441e-28
3.5224000000e+02	3.5324000000e+02	3.5124000000e+02	1.2723905700e+09	1.2169978619e+08	1.1506907839e+09	1.3940903562e+09	1.8725956500e-10	3.2079439180e-28
3.5423000000e+02	3.5523000000e+02	3.5323000000e+02	1.2745077751e+09	1.2248908272e+08	1.1520186924e+09	1.3969968578e+09	1.8757115714e-10	3.2496897568e-28
3.5622000000e+02	3.5722000000e+02	3.5522000000e+02	1.2765985702e+09	1.2327816282e+08	1.1533204074e+09	1.3998767330e+09	1.8787886248e-10	3.2916939098e-28
3.5821000000e+02	3.5921000000e+02	3.5721000000e+02	1.2786633465e+09	1.2406702604e+08	1.1545963204e+09	1.4027303725e+09	1.8818273859e-10	3.3339561304e-28
3.6020000000e+02	3.6120000000e+02	3.5920000000e+02	1.2807024891e+09	1.2485567201e+08	1.1558468171e+09	1.4055581611e+09	1.8848284217e-10	3.3764761760e-28
3.6219000000e+02	3.6319000000e+02	3.6119000000e+02	1.2827163773e+09	1.2564410042e+08	1.1570722769e+09	1.4083604777e+09	1.8877922902e-10	3.4192538079e-28
3.6418000000e+02	3.6518000000e+02	3.6318000000e+02	1.2847053843e+09	1.2643231107e+08	1.1582730733e+09	1.4111376954e+09	1.8907195407e-10	3.4622887915e-28
3.6617000000e+02	3.6717000000e+02	3.6517000000e+02	1.2866698778e+09	1.2722030381e+08	1.1594495739e+09	1.4138901816e+09	1.8936107141e-10	3.5055808959e-28
3.6816000000e+02	3.6916000000e+02	3.6716000000e+02	1.2886102193e+09	1.2800807857e+08	1.1606021407e+09	1.4166182978e+09	1.8964663429e-10	3.5491298940e-28
3.7015000000e+02	3.7115000000e+02	3.6915000000e+02	1.2905267649e+09	1.2879563535e+08	1.1617311296e+09	1.4193224003e+09	1.8992869509e-10	3.5929355625e-28
3.7214000000e+02	3.7314000000e+02	3.7114000000e+02	1.2924198652e+09	1.2958297421e+08	1.1628368910e+09	1.4220028394e+09	1.9020730540e-10	3.6369976818e-28
3.7413000000e+02	3.7513000000e+02	3.7313000000e+02	1.2942898651e+09	1.3037009528e+08	1.1639197698e+09	1.4246599603e+09	1.9048251599e-10	3.6813160359e-28
3.7612000000e+02	3.7712000000e+02	3.7512000000e+02	1.2961371040e+09	1.3115699873e+08	1.1649801053e+09	1.4272941028e+09	1.9075437683e-10	3.7258904123e-28
3.7811000000e+02	3.7911000000e+02	3.7711000000e+02	1.2979619163e+09	1.3194368481e+08	1.1660182315e+09	1.4299056011e+09	1.9102293710e-10	3.7707206023e-28
3.8010000000e+02	3.8110000000e+02	3.7910000000e+02	1.2997646306e+09	1.3273015381e+08	1.1670344768e+09	1.4324947845e+09	1.9128824518e-10	3.8158064003e-28
3.8209000000e+02	3.8309000000e+02	3.8109000000e+02	1.3015455708e+09	1.3351640607e+08	1.1680291647e+09	1.4350619769e+09	1.9155034873e-10	3.8611476044e-28
3.8408000000e+02	3.8508000000e+02	3.8308000000e+02	1.3033050552e+09	1.3430244199e+08	1.1690026132e+09	1.4376074972e+09	1.9180929460e-10	3.9067440159e-28
3.8607000000e+02	3.8707000000e+02	3.8507000000e+02	1.3050433974e+09	1.3508826200e+08	1.1699551354e+09	1.4401316594e+09	1.9206512893e-10	3.9525954395e-28
3.8806000000e+02	3.8906000000e+02	3.8706000000e+02	1.3067609057e+09	1.3587386658e+08	1.1708870391e+09	1.4426347723e+09	1.9231789713e-10	3.9987016832e-28
3.9005000000e+02	3.9105000000e+02	3.8905000000e+02	1.3084578837e+09	1.3665925627e+08	1.1717986275e+09	1.4451171400e+09	1.9256764384e-10	4.0450625581e-28
3.9204000000e+02	3.9304000000e+02	3.9104000000e+02	1.3101346302e+09	1.3744443162e+08	1.1726901986e+09	1.4475790618e+09	1.9281441305e-10	4.0916778785e-28
3.9403000000e+02	3.9503000000e+02	3.9303000000e+02	1.3117914390e+09	1.3822939324e+08	1.1735620457e+09	1.4500208322e+09	1.9305824800e-10	4.1385474618e-28
3.9602000000e+02	3.9702000000e+02	3.9502000000e+02	1.3134285993e+09	1.3901414177e+08	1.1744144576e+09	1.4524427411e+09	1.9329919127e-10	4.1856711284e-28
3.9801000000e+02	3.9901000000e+02	3.9701000000e+02	1.3150463958e+09	1.3979867788e+08	1.1752477180e+09	1.4548450737e+09	1.9353728472e-10	4.2330487018e-28
4.0000000000e+02	4.0100000000e+02	3.9900000000e+02	1.3166451086e+09	1.4058300228e+08	1.1760621063e+09	1.4572281108e+09	1.9377256959e-10	4.2806800084e-28
