# temperature_K	thermal_conductance_per_area_W_per_m2K	fcs_mean_conductance_per_area_W_per_m2K	fcs_std_conductance_per_area_W_per_m2K	fcs_minus_std	fcs_plus_std
2.00000000	3.478579513291e-04	3.404889078000e-01	4.508123644300e+01	-4.474074753520e+01	4.542172535080e+01
3.99000000	4.593680788876e+02	1.302281568600e+03	2.801209382900e+03	-1.498927814300e+03	4.103490951500e+03
5.98000000	3.798394678157e+04	4.757425850300e+04	1.772025585800e+04	2.985400264500e+04	6.529451436100e+04
7.97000000	3.382538624801e+05	3.628469347300e+05	5.532551808500e+04	3.075214166450e+05	4.181724528150e+05
9.96000000	1.319671641538e+06	1.357095339300e+06	1.243909566700e+05	1.232704382630e+06	1.481486295970e+06
11.95000000	3.412522997191e+06	3.455685523600e+06	2.299105397300e+05	3.225774983870e+06	3.685596063330e+06
13.94000000	6.908999788411e+06	6.951262195400e+06	3.733060881300e+05	6.577956107270e+06	7.324568283530e+06
15.93000000	1.192608900758e+07	1.196371655000e+07	5.536995717400e+05	1.141001697826e+07	1.251741612174e+07
17.92000000	1.844999214892e+07	1.848173669400e+07	7.691804009600e+05	1.771255629304e+07	1.925091709496e+07
19.91000000	2.639632299880e+07	2.642231283100e+07	1.017619497000e+06	2.540469333400e+07	2.743993232800e+07
21.90000000	3.565452068689e+07	3.567543721700e+07	1.297054726500e+06	3.437838249050e+07	3.697249194350e+07
23.89000000	4.611305710614e+07	4.612969602200e+07	1.605820541000e+06	4.452387548100e+07	4.773551656300e+07
25.88000000	5.767110769494e+07	5.768419116700e+07	1.942557415500e+06	5.574163375150e+07	5.962674858250e+07
27.87000000	7.024248565264e+07	7.025260410200e+07	2.306175438700e+06	6.794642866330e+07	7.255877954070e+07
29.86000000	8.375571645084e+07	8.376332769200e+07	2.695806307000e+06	8.106752138500e+07	8.645913399900e+07
31.85000000	9.815245603424e+07	9.815790534500e+07	3.110757525000e+06	9.504714782000e+07	1.012686628700e+08
33.84000000	1.133853896682e+08	1.133889342500e+08	3.550473350500e+06	1.098384608995e+08	1.169394076005e+08
35.83000000	1.294161459778e+08	1.294179772000e+08	4.014503158600e+06	1.254034740414e+08	1.334324803586e+08
37.82000000	1.462134429709e+08	1.462137045100e+08	4.502476438300e+06	1.417112280717e+08	1.507161809483e+08
39.81000000	1.637515256229e+08	1.637503274600e+08	5.014083226000e+06	1.587362442340e+08	1.687644106860e+08
41.80000000	1.820088839577e+08	1.820063128900e+08	5.549058796900e+06	1.764572540931e+08	1.875553716869e+08
43.79000000	2.009672146401e+08	2.009633421500e+08	6.107171623600e+06	1.948561705264e+08	2.070705137736e+08
45.78000000	2.206105847392e+08	2.206054728200e+08	6.688213831900e+06	2.139172589881e+08	2.272936866519e+08
47.77000000	2.409247609983e+08	2.409184664200e+08	7.291993597400e+06	2.336264728226e+08	2.482104600174e+08
49.76000000	2.618966751987e+08	2.618892526000e+08	7.918329087200e+06	2.539709235128e+08	2.698075816872e+08
51.75000000	2.835140029956e+08	2.835055069200e+08	8.567043680600e+06	2.749384632394e+08	2.920725506006e+08
53.74000000	3.057648388253e+08	3.057553250500e+08	9.237962276200e+06	2.965173627738e+08	3.149932873262e+08
55.73000000	3.286374530021e+08	3.286269791400e+08	9.930908546900e+06	3.186960705931e+08	3.385578876869e+08
57.72000000	3.521201192544e+08	3.521087448500e+08	1.064570302300e+07	3.414630418270e+08	3.627544478730e+08
59.71000000	3.762010021501e+08	3.761887883900e+08	1.138216189600e+07	3.648066264940e+08	3.875709502860e+08
61.70000000	4.008680945428e+08	4.008551036900e+08	1.214009643700e+07	3.887150072530e+08	4.129952001270e+08
63.69000000	4.261091956596e+08	4.260954903000e+08	1.291931292400e+07	4.131761773760e+08	4.390148032240e+08
65.68000000	4.519119209553e+08	4.518975631600e+08	1.371961297500e+07	4.381779501850e+08	4.656171761350e+08
67.67000000	4.782637354796e+08	4.782487860400e+08	1.454079418100e+07	4.637079918590e+08	4.927895802210e+08
69.66000000	5.051520032873e+08	5.051365209700e+08	1.538265094200e+07	4.897538700280e+08	5.205191719120e+08
71.65000000	5.325640463283e+08	5.325480872400e+08	1.624497543900e+07	5.163031118010e+08	5.487930626790e+08
73.64000000	5.604872072627e+08	5.604708244100e+08	1.712755863800e+07	5.433432657720e+08	5.775983830480e+08
75.63000000	5.889089116860e+08	5.888921546400e+08	1.803019128700e+07	5.708619633530e+08	6.069223459270e+08
77.62000000	6.178167262678e+08	6.177996410300e+08	1.895266485900e+07	5.988469761710e+08	6.367523058890e+08
79.61000000	6.471984102756e+08	6.471810392200e+08	1.989477237900e+07	6.272862668410e+08	6.670758115990e+08
81.60000000	6.770419588146e+08	6.770243408200e+08	2.085630914700e+07	6.561680316730e+08	6.978806499670e+08
83.59000000	7.073356368732e+08	7.073178075300e+08	2.183707331500e+07	6.854807342150e+08	7.291548808450e+08
85.58000000	7.380680038840e+08	7.380499957900e+08	2.283686632500e+07	7.152131294650e+08	7.608868621150e+08
87.57000000	7.692279290138e+08	7.692097720900e+08	2.385549320700e+07	7.453542788830e+08	7.930652652970e+08
89.56000000	8.008045977747e+08	8.007863196800e+08	2.489276274400e+07	7.758935569360e+08	8.256790824240e+08
91.55000000	8.327875108180e+08	8.327691372900e+08	2.594848752100e+07	8.068206497690e+08	8.587176248110e+08
93.54000000	8.651664759442e+08	8.651480312300e+08	2.702248386200e+07	8.381255473680e+08	8.921705150920e+08
95.53000000	8.979315944597e+08	8.979131016400e+08	2.811457167900e+07	8.697985299610e+08	9.260276733190e+08
97.52000000	9.310732430317e+08	9.310547243600e+08	2.922457425000e+07	9.018301501100e+08	9.602792986100e+08
99.51000000	9.645820521694e+08	9.645635293900e+08	3.035231792900e+07	9.342112114610e+08	9.949158473190e+08
101.50000000	9.984488823945e+08	9.984303769600e+08	3.149763183100e+07	9.669327451290e+08	1.029928008791e+09
103.49000000	1.032664799075e+09	1.032646332400e+09	3.266034747000e+07	9.999859849300e+08	1.065306679870e+09
