# x	temp_left_K	temp_right_K	y	y_std	y_minus_std	y_plus_std	c1_J_per_s	c2_J2_per_s
3.0647000000e+02	3.0747000000e+02	3.0547000000e+02	5.0580693308e+09	2.1398686638e+08	4.8440824644e+09	5.2720561971e+09	7.2457959519e-10	9.3967328857e-28
3.0846000000e+02	3.0946000000e+02	3.0746000000e+02	5.0941600970e+09	2.1614325948e+08	4.8780168375e+09	5.3103033565e+09	7.2974967711e-10	9.5870730495e-28
3.1045000000e+02	3.1145000000e+02	3.0945000000e+02	5.1301005994e+09	2.1830362242e+08	4.9117969770e+09	5.3484042218e+09	7.3489823341e-10	9.7796773801e-28
3.1244000000e+02	3.1344000000e+02	3.1144000000e+02	5.1658900955e+09	2.2046788796e+08	4.9454222075e+09	5.3863579834e+09	7.4002515771e-10	9.9745503524e-28
3.1443000000e+02	3.1543000000e+02	3.1343000000e+02	5.2015278795e+09	2.2263598971e+08	4.9788918897e+09	5.4241638692e+09	7.4513034892e-10	1.0171696299e-27
3.1642000000e+02	3.1742000000e+02	3.1542000000e+02	5.2370132817e+09	2.2480786210e+08	5.0122054196e+09	5.4618211438e+09	7.5021371111e-10	1.0371119413e-27
3.1841000000e+02	3.1941000000e+02	3.1741000000e+02	5.2723456679e+09	2.2698344041e+08	5.0453622275e+09	5.4993291083e+09	7.5527515341e-10	1.0572823747e-27
3.2040000000e+02	3.2140000000e+02	3.1940000000e+02	5.3075244381e+09	2.2916266073e+08	5.0783617774e+09	5.5366870989e+09	7.6031458989e-10	1.0776813218e-27
3.2239000000e+02	3.2339000000e+02	3.2139000000e+02	5.3425490264e+09	2.3134545996e+08	5.1112035664e+09	5.5738944864e+09	7.6533193946e-10	1.0983091606e-27
3.2438000000e+02	3.2538000000e+02	3.2338000000e+02	5.3774188997e+09	2.3353177582e+08	5.1438871239e+09	5.6109506755e+09	7.7032712577e-10	1.1191662561e-27
3.2637000000e+02	3.2737000000e+02	3.2537000000e+02	5.4121335573e+09	2.3572154681e+08	5.1764120105e+09	5.6478551041e+09	7.7530007710e-10	1.1402529599e-27
3.2836000000e+02	3.2936000000e+02	3.2736000000e+02	5.4466925303e+09	2.3791471221e+08	5.2087778181e+09	5.6846072425e+09	7.8025072625e-10	1.1615696107e-27
3.3035000000e+02	3.3135000000e+02	3.2935000000e+02	5.4810953806e+09	2.4011121208e+08	5.2409841686e+09	5.7212065927e+09	7.8517901049e-10	1.1831165345e-27
3.3234000000e+02	3.3334000000e+02	3.3134000000e+02	5.5153417006e+09	2.4231098726e+08	5.2730307133e+09	5.7576526878e+09	7.9008487141e-10	1.2048940446e-27
3.3433000000e+02	3.3533000000e+02	3.3333000000e+02	5.5494311122e+09	2.4451397934e+08	5.3049171329e+09	5.7939450915e+09	7.9496825486e-10	1.2269024422e-27
3.3632000000e+02	3.3732000000e+02	3.3532000000e+02	5.5833632665e+09	2.4672013067e+08	5.3366431358e+09	5.8300833972e+09	7.9982911086e-10	1.2491420160e-27
3.3831000000e+02	3.3931000000e+02	3.3731000000e+02	5.6171378431e+09	2.4892938435e+08	5.3682084587e+09	5.8660672274e+09	8.0466739349e-10	1.2716130427e-27
3.4030000000e+02	3.4130000000e+02	3.3930000000e+02	5.6507545492e+09	2.5114168421e+08	5.3996128650e+09	5.9018962335e+09	8.0948306084e-10	1.2943157874e-27
3.4229000000e+02	3.4329000000e+02	3.4129000000e+02	5.6842131197e+09	2.5335697482e+08	5.4308561449e+09	5.9375700945e+09	8.1427607490e-10	1.3172505033e-27
3.4428000000e+02	3.4528000000e+02	3.4328000000e+02	5.7175133157e+09	2.5557520146e+08	5.4619381142e+09	5.9730885172e+09	8.1904640148e-10	1.3404174325e-27
3.4627000000e+02	3.4727000000e+02	3.4527000000e+02	5.7506549248e+09	2.5779631015e+08	5.4928586146e+09	6.0084512349e+09	8.2379401013e-10	1.3638168053e-27
3.4826000000e+02	3.4926000000e+02	3.4726000000e+02	5.7836377600e+09	2.6002024759e+08	5.5236175124e+09	6.0436580075e+09	8.2851887406e-10	1.3874488416e-27
3.5025000000e+02	3.5125000000e+02	3.4925000000e+02	5.8164616593e+09	2.6224696121e+08	5.5542146981e+09	6.0787086205e+09	8.3322097009e-10	1.4113137498e-27
3.5224000000e+02	3.5324000000e+02	3.5124000000e+02	5.8491264854e+09	2.6447639912e+08	5.5846500863e+09	6.1136028846e+09	8.3790027853e-10	1.4354117279e-27
3.5423000000e+02	3.5523000000e+02	3.5323000000e+02	5.8816321249e+09	2.6670851014e+08	5.6149236148e+09	6.1483406350e+09	8.4255678312e-10	1.4597429635e-27
3.5622000000e+02	3.5722000000e+02	3.5522000000e+02	5.9139784878e+09	2.6894324375e+08	5.6450352440e+09	6.1829217315e+09	8.4719047099e-10	1.4843076335e-27
3.5821000000e+02	3.5921000000e+02	3.5721000000e+02	5.9461655070e+09	2.7118055011e+08	5.6749849569e+09	6.2173460571e+09	8.5180133254e-10	1.5091059051e-27
3.6020000000e+02	3.6120000000e+02	3.5920000000e+02	5.9781931382e+09	2.7342038008e+08	5.7047727581e+09	6.2516135182e+09	8.5638936139e-10	1.5341379352e-27
3.6219000000e+02	3.6319000000e+02	3.6119000000e+02	6.0100613587e+09	2.7566268513e+08	5.7343986736e+09	6.2857240438e+09	8.6095455432e-10	1.5594038710e-27
3.6418000000e+02	3.6518000000e+02	3.6318000000e+02	6.0417701676e+09	2.7790741743e+08	5.7638627502e+09	6.3196775850e+09	8.6549691118e-10	1.5849038503e-27
3.6617000000e+02	3.6717000000e+02	3.6517000000e+02	6.0733195849e+09	2.8015452979e+08	5.7931650551e+09	6.3534741147e+09	8.7001643484e-10	1.6106380011e-27
3.6816000000e+02	3.6916000000e+02	3.6716000000e+02	6.1047096512e+09	2.8240397567e+08	5.8223056756e+09	6.3871136269e+09	8.7451313112e-10	1.6366064426e-27
3.7015000000e+02	3.7115000000e+02	3.6915000000e+02	6.1359404274e+09	2.8465570914e+08	5.8512847182e+09	6.4205961365e+09	8.7898700873e-10	1.6628092847e-27
3.7214000000e+02	3.7314000000e+02	3.7114000000e+02	6.1670119937e+09	2.8690968493e+08	5.8801023087e+09	6.4539216786e+09	8.8343807918e-10	1.6892466284e-27
3.7413000000e+02	3.7513000000e+02	3.7313000000e+02	6.1979244498e+09	2.8916585839e+08	5.9087585914e+09	6.4870903082e+09	8.8786635675e-10	1.7159185661e-27
3.7612000000e+02	3.7712000000e+02	3.7512000000e+02	6.2286779143e+09	2.9142418549e+08	5.9372537289e+09	6.5201020998e+09	8.9227185842e-10	1.7428251817e-27
3.7811000000e+02	3.7911000000e+02	3.7711000000e+02	6.2592725240e+09	2.9368462281e+08	5.9655879012e+09	6.5529571468e+09	8.9665460378e-10	1.7699665506e-27
3.8010000000e+02	3.8110000000e+02	3.7910000000e+02	6.2897084336e+09	2.9594712753e+08	5.9937613061e+09	6.5856555612e+09	9.0101461501e-10	1.7973427402e-27
3.8209000000e+02	3.8309000000e+02	3.8109000000e+02	6.3199858156e+09	2.9821165745e+08	6.0217741581e+09	6.6181974730e+09	9.0535191679e-10	1.8249538097e-27
3.8408000000e+02	3.8508000000e+02	3.8308000000e+02	6.3501048593e+09	3.0047817094e+08	6.0496266883e+09	6.6505830302e+09	9.0966653628e-10	1.8527998106e-27
3.8607000000e+02	3.8707000000e+02	3.8507000000e+02	6.3800657709e+09	3.0274662700e+08	6.0773191439e+09	6.6828123979e+09	9.1395850300e-10	1.8808807867e-27
3.8806000000e+02	3.8906000000e+02	3.8706000000e+02	6.4098687730e+09	3.0501698516e+08	6.1048517879e+09	6.7148857582e+09	9.1822784883e-10	1.9091967743e-27
3.9005000000e+02	3.9105000000e+02	3.8905000000e+02	6.4395141041e+09	3.0728920557e+08	6.1322248985e+09	6.7468033097e+09	9.2247460794e-10	1.9377478024e-27
3.9204000000e+02	3.9304000000e+02	3.9104000000e+02	6.4690020182e+09	3.0956324894e+08	6.1594387692e+09	6.7785652671e+09	9.2669881670e-10	1.9665338926e-27
3.9403000000e+02	3.9503000000e+02	3.9303000000e+02	6.4983327844e+09	3.1183907652e+08	6.1864937079e+09	6.8101718609e+09	9.3090051370e-10	1.9955550599e-27
3.9602000000e+02	3.9702000000e+02	3.9502000000e+02	6.5275066867e+09	3.1411665017e+08	6.2133900366e+09	6.8416233369e+09	9.3507973960e-10	2.0248113119e-27
3.9801000000e+02	3.9901000000e+02	3.9701000000e+02	6.5565240237e+09	3.1639593226e+08	6.2401280914e+09	6.8729199560e+09	9.3923653717e-10	2.0543026501e-27
4.0000000000e+02	4.0100000000e+02	3.9900000000e+02	6.5853851077e+09	3.1867688572e+08	6.2667082220e+09	6.9040619934e+09	9.4337095115e-10	2.0840290690e-27
